date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-08-17T02:00:00.000,1081,41.877446,"{'type': 'Point', 'coordinates': [-87.676545, 41.877446]}",-87.67654499999999,Damen Ave,21500,300 South,North Bound: 10500 / South Bound: 11000
2006-08-16T02:00:00.000,1082,41.908546,"{'type': 'Point', 'coordinates': [-87.677409, 41.908546]}",-87.677409,Damen Ave,16300,1508 North,North Bound: 8300 / South Bound: 8000
2006-08-16T02:00:00.000,1083,41.88276,"{'type': 'Point', 'coordinates': [-87.676677, 41.88276]}",-87.676677,Damen Ave,18200,50 North,North Bound: 10100 / South Bound: 8100
2006-09-19T02:00:00.000,1084,41.889784000000006,"{'type': 'Point', 'coordinates': [-87.629599, 41.889784]}",-87.629599,Dearborn St,16100,415 North,North Bound: 16100 / / Oneway North Bound 
2006-09-19T02:00:00.000,1085,41.880734000000004,"{'type': 'Point', 'coordinates': [-87.629368, 41.880734]}",-87.629368,Dearborn St,18500,77 South,North Bound: 18500 / / Oneway North Bound 
2006-11-13T02:00:00.000,1087,41.902739000000004,"{'type': 'Point', 'coordinates': [-87.718482, 41.902739]}",-87.718482,Division St,29300,3649 West,East Bound: 14000 / West Bound: 15300
2006-10-18T02:00:00.000,1088,41.902958,"{'type': 'Point', 'coordinates': [-87.693225, 41.902958]}",-87.693225,Division St,19500,2630 West,East Bound: 8900 / West Bound: 10600
2006-09-21T02:00:00.000,1089,41.903778,"{'type': 'Point', 'coordinates': [-87.639261, 41.903778]}",-87.639261,Division St,32700,420 West,East Bound: 16500 / West Bound: 16200
2006-10-18T02:00:00.000,1090,41.903168,"{'type': 'Point', 'coordinates': [-87.678437, 41.903168]}",-87.678437,Division St,23700,2029 West,East Bound: 12100 / West Bound: 11600
2006-10-19T02:00:00.000,1091,41.890003,"{'type': 'Point', 'coordinates': [-87.713444, 41.890003]}",-87.713444,Franklin St,5000,3454 West,East Bound: 2200 / West Bound: 2800
2006-10-19T02:00:00.000,1092,41.794149,"{'type': 'Point', 'coordinates': [-87.633657, 41.794149]}",-87.633657,Garfield Blvd,36700,315 West,East Bound: 19500 / West Bound: 17200
2006-10-23T02:00:00.000,1093,41.891001,"{'type': 'Point', 'coordinates': [-87.66523, 41.891001]}",-87.66523000000001,Grand Ave,19700,1475 West,East Bound: 10500 / West Bound: 9200
2006-11-15T02:00:00.000,1094,41.891791,"{'type': 'Point', 'coordinates': [-87.62091, 41.891791]}",-87.62091,Grand Ave,16400,242 East,West Bound: 16400/ Oneway West Bound 
2006-11-16T02:00:00.000,1095,41.905556,"{'type': 'Point', 'coordinates': [-87.724905, 41.905556]}",-87.724905,Grand Ave,17400,3924 West,East Bound: 8700 / West Bound: 8700
2006-11-13T02:00:00.000,1096,41.893314000000004,"{'type': 'Point', 'coordinates': [-87.694126, 41.893314]}",-87.694126,Grand Ave,18800,2666 West,East Bound: 9500 / West Bound: 9300
2006-10-23T02:00:00.000,1097,41.890693,"{'type': 'Point', 'coordinates': [-87.684779, 41.890693]}",-87.684779,Grand Ave,18400,2312 West,East Bound: 9000 / West Bound: 9400
2006-09-18T02:00:00.000,1099,41.892362,"{'type': 'Point', 'coordinates': [-87.647604, 41.892362]}",-87.647604,Halsted St,19000,573 North,North Bound: 9000 / South Bound: 10000
2006-10-02T02:00:00.000,1100,41.876932000000004,"{'type': 'Point', 'coordinates': [-87.647211, 41.876932]}",-87.647211,Halsted St,20400,332 South,North Bound: 10200 / South Bound: 10200
2006-10-02T02:00:00.000,1101,41.884845,"{'type': 'Point', 'coordinates': [-87.64745, 41.884845]}",-87.64745,Halsted St,20000,159 North,North Bound: 10200 / South Bound: 9800
2006-09-27T02:00:00.000,1104,41.892668,"{'type': 'Point', 'coordinates': [-87.71135, 41.892668]}",-87.71135,Homan Ave,10700,626 North,North Bound: 5300 / South Bound: 5400
2006-09-27T02:00:00.000,1105,41.872269,"{'type': 'Point', 'coordinates': [-87.710736, 41.872269]}",-87.710736,Homan Ave,15700,713 South,North Bound: 8100 / South Bound: 7600
2006-10-17T02:00:00.000,1106,41.853372,"{'type': 'Point', 'coordinates': [-87.622268, 41.853372]}",-87.622268,Indiana Ave,11200,2128 South,North Bound: 6600 / South Bound: 4600
2006-10-11T02:00:00.000,1107,41.782759000000006,"{'type': 'Point', 'coordinates': [-87.620541, 41.782759]}",-87.620541,Indiana Ave,4200,6135 South,North Bound: 4200 / / Oneway North Bound 
2006-10-05T02:00:00.000,1108,41.877521,"{'type': 'Point', 'coordinates': [-87.688801, 41.877521]}",-87.688801,Jackson Blvd,6000,2500 West,East Bound: 2700 / West Bound: 3300
2006-10-18T02:00:00.000,1109,41.877258000000005,"{'type': 'Point', 'coordinates': [-87.712307, 41.877258]}",-87.712307,Jackson Blvd,10200,3434 West,East Bound: 4300 / West Bound: 5900
2006-09-28T02:00:00.000,1110,41.877989,"{'type': 'Point', 'coordinates': [-87.643682, 41.877989]}",-87.643682,Jackson Blvd,11900,625 West,East Bound: 11900 / / Oneway East Bound 
2006-09-28T02:00:00.000,1111,41.878111,"{'type': 'Point', 'coordinates': [-87.634405, 41.878111]}",-87.634405,Jackson Blvd,11300,223 West,East Bound: 11300 / / Oneway East Bound 
2006-09-19T02:00:00.000,1112,41.877853,"{'type': 'Point', 'coordinates': [-87.652996, 41.877853]}",-87.652996,Jackson Blvd,8600,1026 West,West Bound: 8600/ Oneway West Bound 
2006-10-09T02:00:00.000,1113,41.892841,"{'type': 'Point', 'coordinates': [-87.706475, 41.892841]}",-87.706475,Kedzie Ave,14900,630 North,North Bound: 7400 / South Bound: 7500
2006-11-14T02:00:00.000,1114,41.885625,"{'type': 'Point', 'coordinates': [-87.649854, 41.885625]}",-87.649854,Lake St,14100,901 West,East Bound: 7200 / West Bound: 6900
2006-10-19T02:00:00.000,1115,41.884665000000005,"{'type': 'Point', 'coordinates': [-87.685501, 41.884665]}",-87.685501,Lake St,7700,2335 West,East Bound: 4300 / West Bound: 3400
2006-09-21T02:00:00.000,1116,41.890186,"{'type': 'Point', 'coordinates': [-87.632548, 41.890186]}",-87.632548,La Salle St,32300,435 North,North Bound: 17700 / South Bound: 14600
2006-09-21T02:00:00.000,1117,41.880972,"{'type': 'Point', 'coordinates': [-87.632336, 41.880972]}",-87.632336,La Salle St,16200,37 South,North Bound: 8500 / South Bound: 7700
2006-10-05T02:00:00.000,1118,41.881427,"{'type': 'Point', 'coordinates': [-87.668678, 41.881427]}",-87.668678,Madison St,10500,1650 West,East Bound: 6000 / West Bound: 4500
2006-09-19T02:00:00.000,1119,41.881657000000004,"{'type': 'Point', 'coordinates': [-87.65456, 41.881657]}",-87.65456,Madison St,15800,1061 West,East Bound: 7400 / West Bound: 8400
2006-09-20T02:00:00.000,1120,41.881836,"{'type': 'Point', 'coordinates': [-87.642708, 41.881836]}",-87.642708,Madison St,17400,600 West,West Bound: 17400/ Oneway West Bound 
2006-11-16T02:00:00.000,1121,41.866034,"{'type': 'Point', 'coordinates': [-87.624114, 41.866034]}",-87.624114,Michigan Ave,21600,1251 South,North Bound: 12500 / South Bound: 9100
2006-10-17T02:00:00.000,1122,41.859365000000004,"{'type': 'Point', 'coordinates': [-87.623968, 41.859365]}",-87.623968,Michigan Ave,22500,1631 South,North Bound: 12500 / South Bound: 10000
2006-10-18T02:00:00.000,1123,41.838343,"{'type': 'Point', 'coordinates': [-87.623444, 41.838343]}",-87.62344399999999,Michigan Ave,18900,3060 South,North Bound: 8000 / South Bound: 10900
2006-10-11T02:00:00.000,1124,41.795074,"{'type': 'Point', 'coordinates': [-87.622477, 41.795074]}",-87.622477,Michigan Ave,10800,5446 South,South Bound: 10800/ Oneway South Bound 
2006-09-20T02:00:00.000,1125,41.782937,"{'type': 'Point', 'coordinates': [-87.622164, 41.782937]}",-87.622164,Michigan Ave,5200,6129 South,South Bound: 5200/ Oneway South Bound 
2006-09-26T02:00:00.000,1126,41.873905,"{'type': 'Point', 'coordinates': [-87.624218, 41.873905]}",-87.624218,Michigan Ave,33100,624 South,North Bound: 16400 / South Bound: 16700
2006-11-07T02:00:00.000,1127,41.881365,"{'type': 'Point', 'coordinates': [-87.624349, 41.881365]}",-87.624349,Michigan Ave,46500,30 South,North Bound: 25400 / South Bound: 21100
2006-10-25T02:00:00.000,1128,41.893982,"{'type': 'Point', 'coordinates': [-87.624231, 41.893982]}",-87.62423100000001,Michigan Ave,42200,646 North,North Bound: 21200 / South Bound: 21000
2006-10-30T02:00:00.000,1129,41.903687,"{'type': 'Point', 'coordinates': [-87.667, 41.903687]}",-87.667,Milwaukee Ave,13800,1215 North,North Bound: 6700 / South Bound: 7100
2006-10-17T02:00:00.000,1130,41.894073,"{'type': 'Point', 'coordinates': [-87.656489, 41.894073]}",-87.65648900000001,Ogden Ave,20900,660 North,North Bound: 7000 / South Bound: 13900
2006-09-21T02:00:00.000,1133,41.892439,"{'type': 'Point', 'coordinates': [-87.630272, 41.892439]}",-87.63027199999999,Ohio St,32800,57 West,East Bound: 32800 / / Oneway East Bound 
2006-09-21T02:00:00.000,1134,41.892579,"{'type': 'Point', 'coordinates': [-87.621433, 41.892579]}",-87.621433,Ohio St,12300,230 East,East Bound: 12300 / / Oneway East Bound 
2006-09-21T02:00:00.000,1135,41.902871999999995,"{'type': 'Point', 'coordinates': [-87.637416, 41.902872]}",-87.637416,Orleans St,19800,1126 North,North Bound: 10500 / South Bound: 9300
2006-10-04T02:00:00.000,1137,41.898078999999996,"{'type': 'Point', 'coordinates': [-87.726166, 41.898079]}",-87.726166,Pulaski Rd,23900,928 North,North Bound: 12400 / South Bound: 11500
2006-10-04T02:00:00.000,1138,41.875690999999996,"{'type': 'Point', 'coordinates': [-87.725497, 41.875691]}",-87.725497,Pulaski Rd,23800,346 South,North Bound: 12200 / South Bound: 11600
2006-10-04T02:00:00.000,1139,41.881938,"{'type': 'Point', 'coordinates': [-87.725706, 41.881938]}",-87.725706,Pulaski Rd,23500,34 North,North Bound: 12300 / South Bound: 11200
2006-10-04T02:00:00.000,1140,41.907466,"{'type': 'Point', 'coordinates': [-87.726445, 41.907466]}",-87.726445,Pulaski Rd,19600,1445 North,North Bound: 10000 / South Bound: 9600
2006-11-14T02:00:00.000,1141,41.880487,"{'type': 'Point', 'coordinates': [-87.657103, 41.880487]}",-87.657103,Racine Ave,11300,35 South,North Bound: 6200 / South Bound: 5100
2006-09-19T02:00:00.000,1142,41.884465999999996,"{'type': 'Point', 'coordinates': [-87.634637, 41.884466]}",-87.634637,Randolph St,18500,225 West,West Bound: 18500/ Oneway West Bound 
2006-10-05T02:00:00.000,1143,41.884359,"{'type': 'Point', 'coordinates': [-87.650176, 41.884359]}",-87.650176,Randolph St,9300,908 West,West Bound: 9300/ Oneway West Bound
2006-09-19T02:00:00.000,1144,41.884431,"{'type': 'Point', 'coordinates': [-87.643422, 41.884431]}",-87.643422,Randolph St,18200,615 West,West Bound: 18200/ Oneway West Bound 
2006-10-09T02:00:00.000,1146,41.886224,"{'type': 'Point', 'coordinates': [-87.70135, 41.886224]}",-87.70135,Sacramento Ave,20500,270 North,North Bound: 10500 / South Bound: 10000
2006-10-09T02:00:00.000,1147,41.879204,"{'type': 'Point', 'coordinates': [-87.701155, 41.879204]}",-87.701155,Sacramento Ave,22100,115 South,North Bound: 11200 / South Bound: 10900
2006-10-17T02:00:00.000,1148,41.859198,"{'type': 'Point', 'coordinates': [-87.627233, 41.859198]}",-87.62723299999999,State St,22400,1635 South,North Bound: 12700 / South Bound: 9700
2006-11-07T02:00:00.000,1149,41.854397999999996,"{'type': 'Point', 'coordinates': [-87.627117, 41.854398]}",-87.627117,State St,18500,2035 South,North Bound: 10900 / South Bound: 7600
2006-10-18T02:00:00.000,1150,41.838301,"{'type': 'Point', 'coordinates': [-87.626773, 41.838301]}",-87.626773,State St,23100,3050 South,North Bound: 11600 / South Bound: 11500
2006-10-11T02:00:00.000,1152,41.796139000000004,"{'type': 'Point', 'coordinates': [-87.62574, 41.796139]}",-87.62574000000001,State St,20500,5410 South,North Bound: 11900 / South Bound: 8600
2006-10-11T02:00:00.000,1153,41.784836999999996,"{'type': 'Point', 'coordinates': [-87.625446, 41.784837]}",-87.625446,State St,20400,6023 South,North Bound: 9300 / South Bound: 11100
2006-09-21T02:00:00.000,1154,41.896924,"{'type': 'Point', 'coordinates': [-87.628206, 41.896924]}",-87.628206,State St,21100,806 North,North Bound: 9900 / South Bound: 11200
2006-09-19T02:00:00.000,1155,41.873424,"{'type': 'Point', 'coordinates': [-87.627576, 41.873424]}",-87.627576,State St,31400,646 South,North Bound: 20200 / South Bound: 11200
2006-09-19T02:00:00.000,1156,41.87665,"{'type': 'Point', 'coordinates': [-87.648742, 41.87665]}",-87.648742,Van Buren St,10500,839 West,East Bound: 3000 / West Bound: 7500
2006-09-19T02:00:00.000,1158,41.890636,"{'type': 'Point', 'coordinates': [-87.626681, 41.890636]}",-87.626681,Wabash Ave,8800,444 North,North Bound: 2800 / South Bound: 6000
2006-09-26T02:00:00.000,1160,41.88133,"{'type': 'Point', 'coordinates': [-87.626189, 41.88133]}",-87.626189,Wabash Ave,9200,30 South,South Bound: 9200/ Oneway South Bound 
2006-09-19T02:00:00.000,1161,41.878077000000005,"{'type': 'Point', 'coordinates': [-87.636914, 41.878077]}",-87.636914,Wacker Dr,14700,250 South,North Bound: 7600 / South Bound: 7100
2006-11-07T02:00:00.000,1162,41.886817,"{'type': 'Point', 'coordinates': [-87.630054, 41.886817]}",-87.630054,Wacker Dr,29900,55 West,East Bound: 13700 / West Bound: 16200
2006-11-16T02:00:00.000,1163,41.884485999999995,"{'type': 'Point', 'coordinates': [-87.637068, 41.884486]}",-87.637068,Wacker Dr,23800,150 North,North Bound: 11100 / South Bound: 12700
2006-10-05T02:00:00.000,1164,41.882073999999996,"{'type': 'Point', 'coordinates': [-87.687892, 41.882074]}",-87.687892,Warren Blvd,6000,2434 West,East Bound: 6000 / / Oneway East Bound
2006-10-05T02:00:00.000,1165,41.882362,"{'type': 'Point', 'coordinates': [-87.668041, 41.882362]}",-87.668041,Warren Blvd,4500,1629 West,East Bound: 4500 / / Oneway East Bound
2006-10-11T02:00:00.000,1166,41.838156,"{'type': 'Point', 'coordinates': [-87.689438, 41.838156]}",-87.689438,31st St,14900,2550 West,East Bound: 7000 / West Bound: 7900
2006-09-14T02:00:00.000,1167,41.836974,"{'type': 'Point', 'coordinates': [-87.719101, 41.836974]}",-87.719101,31st St,18800,3750 West,East Bound: 9000 / West Bound: 9800
2006-10-26T02:00:00.000,1168,41.863688,"{'type': 'Point', 'coordinates': [-87.666307, 41.863688]}",-87.66630699999999,Ashland Ave,38700,1347 South,North Bound: 20300 / South Bound: 18400
2006-08-17T02:00:00.000,1169,41.847901,"{'type': 'Point', 'coordinates': [-87.677408, 41.847901]}",-87.677408,Blue Island Ave,22100,2444 South,East Bound: 10300 / West Bound: 11800
2006-09-14T02:00:00.000,1170,41.852621,"{'type': 'Point', 'coordinates': [-87.715027, 41.852621]}",-87.715027,Central Park Ave,9100,2126 South,North Bound: 4400 / South Bound: 4700
2006-09-14T02:00:00.000,1171,41.846067,"{'type': 'Point', 'coordinates': [-87.714837, 41.846067]}",-87.714837,Central Park Ave,10300,2505 South,North Bound: 4500 / South Bound: 5800
2006-09-14T02:00:00.000,1173,41.851632,"{'type': 'Point', 'coordinates': [-87.717386, 41.851632]}",-87.717386,Cermak Rd,18000,3658 West,East Bound: 8900 / West Bound: 9100
2006-09-12T02:00:00.000,1174,41.851353,"{'type': 'Point', 'coordinates': [-87.738835, 41.851353]}",-87.738835,Cermak Rd,24000,4550 West,East Bound: 12200 / West Bound: 11800
2006-10-24T02:00:00.000,1175,41.851921999999995,"{'type': 'Point', 'coordinates': [-87.646473, 41.851922]}",-87.646473,Halsted St,21900,2222 South,North Bound: 10800 / South Bound: 11100
2006-09-14T02:00:00.000,1176,41.83815,"{'type': 'Point', 'coordinates': [-87.709739, 41.83815]}",-87.709739,Homan Ave,2000,3026 South,North Bound: 2000 / / Oneway North Bound 
2006-08-10T02:00:00.000,1177,41.831089,"{'type': 'Point', 'coordinates': [-87.704652, 41.831089]}",-87.704652,Kedzie Ave,32800,3425 South,North Bound: 15300 / South Bound: 17500
2006-09-12T02:00:00.000,1178,41.854103,"{'type': 'Point', 'coordinates': [-87.734588, 41.854103]}",-87.734588,Kostner Ave,19200,2004 South,North Bound: 10000 / South Bound: 9200
2006-11-02T02:00:00.000,1179,41.857110999999996,"{'type': 'Point', 'coordinates': [-87.707844, 41.857111]}",-87.707844,Ogden Ave,26200,3242 West,East Bound: 12700 / West Bound: 13500
2006-09-14T02:00:00.000,1181,41.846235,"{'type': 'Point', 'coordinates': [-87.72462, 41.846235]}",-87.72462,Pulaski Rd,21500,2455 South,North Bound: 11600 / South Bound: 9900
2006-09-12T02:00:00.000,1182,41.852808,"{'type': 'Point', 'coordinates': [-87.724789, 41.852808]}",-87.724789,Pulaski Rd,20200,2119 South,North Bound: 10600 / South Bound: 9600
2006-10-19T02:00:00.000,1183,41.866765,"{'type': 'Point', 'coordinates': [-87.67545, 41.866765]}",-87.67545,Roosevelt Rd,28900,1941 West,East Bound: 14900 / West Bound: 14000
2006-10-19T02:00:00.000,1184,41.866958000000004,"{'type': 'Point', 'coordinates': [-87.659, 41.866958]}",-87.65899999999999,Roosevelt Rd,26800,1257 West,East Bound: 13700 / West Bound: 13100
2006-08-22T02:00:00.000,1185,41.856527,"{'type': 'Point', 'coordinates': [-87.685756, 41.856527]}",-87.68575600000001,Western Ave,41500,1837 South,North Bound: 22400 / South Bound: 19100
2006-08-10T02:00:00.000,1186,41.808188,"{'type': 'Point', 'coordinates': [-87.699833, 41.808188]}",-87.699833,47th St,26300,3016 West,East Bound: 12500 / West Bound: 13800
2006-08-10T02:00:00.000,1187,41.807974,"{'type': 'Point', 'coordinates': [-87.715402, 41.807974]}",-87.715402,47th St,22300,3642 West,East Bound: 11200 / West Bound: 11100
2006-08-10T02:00:00.000,1188,41.800719,"{'type': 'Point', 'coordinates': [-87.710993, 41.800719]}",-87.710993,51st St,14600,3457 West,East Bound: 6700 / West Bound: 7900
2006-10-31T02:00:00.000,1189,41.792767,"{'type': 'Point', 'coordinates': [-87.76029, 41.792767]}",-87.76029,55th St,25400,5508 West,East Bound: 12200 / West Bound: 13200
2006-10-24T02:00:00.000,1190,41.786225,"{'type': 'Point', 'coordinates': [-87.704698, 41.786225]}",-87.704698,59th St,23600,3234 West,East Bound: 10100 / West Bound: 13500
2006-10-25T02:00:00.000,1191,41.777719,"{'type': 'Point', 'coordinates': [-87.778939, 41.777719]}",-87.77893900000001,63rd St,21200,6303 West,East Bound: 11300 / West Bound: 9900
2006-08-15T02:00:00.000,1192,41.778535999999995,"{'type': 'Point', 'coordinates': [-87.73304, 41.778536]}",-87.73304,63rd St,23500,4410 West,East Bound: 11000 / West Bound: 12500
2006-08-15T02:00:00.000,1193,41.779187,"{'type': 'Point', 'coordinates': [-87.688569, 41.779187]}",-87.688569,63rd St,19100,2600 West,East Bound: 9800 / West Bound: 9300
2006-11-14T02:00:00.000,1194,41.764348,"{'type': 'Point', 'coordinates': [-87.70478, 41.764348]}",-87.70478,71st St,15600,3249 West,East Bound: 7900 / West Bound: 7700
2006-08-15T02:00:00.000,1195,41.749395,"{'type': 'Point', 'coordinates': [-87.724323, 41.749395]}",-87.724323,79th St,36900,4101 West,East Bound: 18400 / West Bound: 18500
2006-10-03T02:00:00.000,1196,41.7348,"{'type': 'Point', 'coordinates': [-87.724651, 41.7348]}",-87.724651,87th St,21500,4116 West,East Bound: 11400 / West Bound: 10100
2006-10-11T02:00:00.000,1197,41.793572999999995,"{'type': 'Point', 'coordinates': [-87.77629, 41.793573]}",-87.77629,Archer Ave,25700,6247 South,East Bound: 12900 / West Bound: 12800
2006-09-12T02:00:00.000,1198,41.792242,"{'type': 'Point', 'coordinates': [-87.78702, 41.792242]}",-87.78702,Archer Ave,41600,6607 West,East Bound: 21500 / West Bound: 20100
2006-08-10T02:00:00.000,1199,41.815505,"{'type': 'Point', 'coordinates': [-87.701939, 41.815505]}",-87.701939,Archer Ave,30600,4281 South,North Bound: 15800 / South Bound: 14800
2006-08-10T02:00:00.000,1200,41.813362,"{'type': 'Point', 'coordinates': [-87.705427, 41.813362]}",-87.705427,Archer Ave,30500,4401 South,North Bound: 14200 / South Bound: 16300
2006-08-17T02:00:00.000,1201,41.780846999999994,"{'type': 'Point', 'coordinates': [-87.69344, 41.780847]}",-87.69344,California Ave,15900,6203 South,North Bound: 7500 / South Bound: 8400
2006-08-17T02:00:00.000,1202,41.824905,"{'type': 'Point', 'coordinates': [-87.694671, 41.824905]}",-87.694671,California Ave,25300,3751 South,North Bound: 11800 / South Bound: 13500
2006-10-23T02:00:00.000,1203,41.814595000000004,"{'type': 'Point', 'coordinates': [-87.743349, 41.814595]}",-87.743349,Cicero Ave,67200,4310 South,North Bound: 33600 / South Bound: 33600
2006-10-23T02:00:00.000,1204,41.746457,"{'type': 'Point', 'coordinates': [-87.741218, 41.746457]}",-87.741218,Cicero Ave,56800,8044 South,North Bound: 28400 / South Bound: 28400
2006-10-30T02:00:00.000,1205,41.752545,"{'type': 'Point', 'coordinates': [-87.741477, 41.752545]}",-87.741477,Cicero Ave,59100,7700 South,North Bound: 28800 / South Bound: 30300
2006-08-22T02:00:00.000,1206,41.738019,"{'type': 'Point', 'coordinates': [-87.718381, 41.738019]}",-87.71838100000001,Columbus Ave,16900,3865 West,North Bound: 8300 / South Bound: 8600
2006-08-10T02:00:00.000,1207,41.962199,"{'type': 'Point', 'coordinates': [-87.73154, 41.962199]}",-87.73154,Elston Ave,17800,4464 North,North Bound: 9600 / South Bound: 8200
2006-09-21T02:00:00.000,1208,41.891218,"{'type': 'Point', 'coordinates': [-87.645288, 41.891218]}",-87.645288,Grand Ave,19000,660 West,East Bound: 8400 / West Bound: 10600
2006-09-12T02:00:00.000,1209,41.783408,"{'type': 'Point', 'coordinates': [-87.80116, 41.783408]}",-87.80116,Harlem Ave,63700,5940 South,North Bound: 31900 / South Bound: 31800
2006-08-22T02:00:00.000,1210,41.806909999999995,"{'type': 'Point', 'coordinates': [-87.703942, 41.80691]}",-87.703942,Kedzie Ave,34700,4740 South,North Bound: 17400 / South Bound: 17300
2006-11-09T02:00:00.000,1211,41.762976,"{'type': 'Point', 'coordinates': [-87.702744, 41.762976]}",-87.702744,Kedzie Ave,30200,7153 South,North Bound: 15100 / South Bound: 15100
2006-10-19T02:00:00.000,1212,41.885290000000005,"{'type': 'Point', 'coordinates': [-87.722446, 41.88529]}",-87.72244599999999,Lake St,13100,3837 West,East Bound: 5700 / West Bound: 7400
2006-11-07T02:00:00.000,1213,41.885733,"{'type': 'Point', 'coordinates': [-87.63502, 41.885733]}",-87.63502,Lake St,13200,233 West,East Bound: 13200 / / Oneway East Bound
2006-08-22T02:00:00.000,1214,41.771809000000005,"{'type': 'Point', 'coordinates': [-87.694212, 41.771809]}",-87.694212,Marquette St,17600,2822 West,East Bound: 8800 / West Bound: 8800
2006-09-28T02:00:00.000,1215,41.771311,"{'type': 'Point', 'coordinates': [-87.727968, 41.771311]}",-87.727968,Marquette Rd,22800,4210 West,East Bound: 11400 / West Bound: 11400
2006-09-12T02:00:00.000,1216,41.778562,"{'type': 'Point', 'coordinates': [-87.781296, 41.778562]}",-87.781296,Narragansett Ave,10800,6231 South,North Bound: 5500 / South Bound: 5300
2006-10-31T02:00:00.000,1217,41.893383,"{'type': 'Point', 'coordinates': [-87.621457, 41.893383]}",-87.62145699999999,Ontario St,13400,230 East,West Bound: 13400/ Oneway West Bound 
2006-08-15T02:00:00.000,1218,41.816891999999996,"{'type': 'Point', 'coordinates': [-87.723904, 41.816892]}",-87.723904,Pulaski Rd,56700,4201 South,North Bound: 30700 / South Bound: 26000
2006-08-15T02:00:00.000,1219,41.797723,"{'type': 'Point', 'coordinates': [-87.72329, 41.797723]}",-87.72329,Pulaski Rd,60400,5231 South,North Bound: 33300 / South Bound: 27100
2006-10-04T02:00:00.000,1220,41.73879,"{'type': 'Point', 'coordinates': [-87.721569, 41.73879]}",-87.72156899999999,Pulaski Rd,33800,8451 South,North Bound: 16500 / South Bound: 17300
2006-10-26T02:00:00.000,1221,41.827315000000006,"{'type': 'Point', 'coordinates': [-87.684942, 41.827315]}",-87.684942,Western Ave,32200,3636 South,North Bound: 15600 / South Bound: 16600
2006-10-19T02:00:00.000,1222,41.845422,"{'type': 'Point', 'coordinates': [-87.6394, 41.845422]}",-87.6394,26th St,9300,469 West,East Bound: 4500 / West Bound: 4800
2006-10-19T02:00:00.000,1223,41.837896,"{'type': 'Point', 'coordinates': [-87.657173, 41.837896]}",-87.657173,31st St,8600,1229 West,East Bound: 5500 / West Bound: 3100
2006-09-26T02:00:00.000,1224,41.830349,"{'type': 'Point', 'coordinates': [-87.678909, 41.830349]}",-87.67890899999999,35th St,10700,2122 West,East Bound: 4800 / West Bound: 5900
2006-10-11T02:00:00.000,1225,41.779574,"{'type': 'Point', 'coordinates': [-87.657079, 41.779574]}",-87.65707900000001,63rd St,11300,1301 West,East Bound: 5800 / West Bound: 5500
2006-10-04T02:00:00.000,1226,41.758139,"{'type': 'Point', 'coordinates': [-87.630684, 41.758139]}",-87.630684,75th St,20300,222 West,East Bound: 9800 / West Bound: 10500
2006-10-04T02:00:00.000,1227,41.750277000000004,"{'type': 'Point', 'coordinates': [-87.669454, 41.750277]}",-87.669454,79th St,23700,1828 West,East Bound: 12700 / West Bound: 11000
2006-10-04T02:00:00.000,1228,41.742964,"{'type': 'Point', 'coordinates': [-87.671446, 41.742964]}",-87.671446,83rd St,13900,1920 West,East Bound: 7400 / West Bound: 6500
2006-10-04T02:00:00.000,1229,41.743578,"{'type': 'Point', 'coordinates': [-87.629307, 41.743578]}",-87.629307,83rd St,22700,204 West,East Bound: 12100 / West Bound: 10600
2006-08-17T02:00:00.000,1230,41.832267,"{'type': 'Point', 'coordinates': [-87.674585, 41.832267]}",-87.674585,Archer Ave,19200,3393 South,East Bound: 9400 / West Bound: 9800
2006-10-11T02:00:00.000,1231,41.813049,"{'type': 'Point', 'coordinates': [-87.665083, 41.813049]}",-87.665083,Ashland Ave,39400,4432 South,North Bound: 21100 / South Bound: 18300
2006-11-15T02:00:00.000,1232,41.796974,"{'type': 'Point', 'coordinates': [-87.664663, 41.796974]}",-87.664663,Ashland Ave,35500,5323 South,North Bound: 17900 / South Bound: 17600
2006-10-04T02:00:00.000,1233,41.7445,"{'type': 'Point', 'coordinates': [-87.663291, 41.7445]}",-87.663291,Ashland Ave,34300,8212 South,North Bound: 18200 / South Bound: 16100
2006-10-11T02:00:00.000,1234,41.760212,"{'type': 'Point', 'coordinates': [-87.673413, 41.760212]}",-87.673413,Damen Ave,20300,7331 South,North Bound: 10200 / South Bound: 10100
2006-08-17T02:00:00.000,1235,41.83206,"{'type': 'Point', 'coordinates': [-87.675321, 41.83206]}",-87.675321,Damen Ave,27600,3402 South,North Bound: 12200 / South Bound: 15400
2006-10-26T02:00:00.000,1236,41.836075,"{'type': 'Point', 'coordinates': [-87.646231, 41.836075]}",-87.646231,Halsted St,17600,3210 South,North Bound: 9200 / South Bound: 8400
2006-10-04T02:00:00.000,1237,41.741618,"{'type': 'Point', 'coordinates': [-87.64378, 41.741618]}",-87.64378,Halsted St,29000,8357 South,North Bound: 15100 / South Bound: 13900
2006-10-31T02:00:00.000,1238,41.739048,"{'type': 'Point', 'coordinates': [-87.658288, 41.739048]}",-87.658288,Loomis St,6000,8514 South,North Bound: 2300 / South Bound: 3700
